Référence,lien,nom,Marque,image_url,boutique,Taille Ecran,Résolution,Processeur,Référence processeur,Mémoire RAM,Disque Dur,Type de disque dur,Carte Graphique,Système D’exploitation,Pc Gamer,prix
82R700K6FG,https://www.graiet.tn/pc-portable-lenovo-flex-5-i5-12e-gen-14-tactile-8go-windows-11.html,"PC PORTABLE LENOVO FLEX 5 |Intel i5  - 12é Gén  - 14"" Tactile  - 8GO - Windows 11 - Noir",,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-lenovo-flex-5-i5-12e-gen-14-tactile-8go-windows-11_2_.webp,graiet,14″ Full HD,Full HD 1080p,Intel Core i5 12è Gén,,8 G,512 Go SSD,,Intel® Iris® X,Windows 11,Non,"2 119,00 TND"
X1502VA-NJ257W,https://www.graiet.tn/asus-pc-portable-vivobook-15-x1502va-i9-13e-gen-8go-win11-silver.html,Pc Portable ASUS VIVOBOOK 15 | Intel Core i9 - 8 Go - 512 SSD - Silver,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-vivobook-15-x1502va-i9-13e-gen-16-go-win11-silver_1_.webp,graiet,15.6 “,Full HD 1080p,Intel Core i9 13è Gén,,8 G,512 Go SSD,,Intel® Iris® X,Windows 11,Non,"2 125,00 TND"
9S7-16R831-2607,https://www.graiet.tn/msi-pc-portable-thin-15-i5-13e-gen-8go-512ssd-rtx2050-fd-noir-tunisie.html,Pc Portable MSI Thin 15 | Intel i5  - 8 Go - 512 SSD - GeForce RTX2050 -  Pc Gaming - Noir,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-msi-thin-15-i5-13e-gen-8go-512ssd-rtx2050-fd-noir-tunisie_2__1.webp,graiet,17.3″,Full HD 1080p,Intel Core i5-11400H,,8 G,512 Go SSD,,GeForce RTX 2050,FreeDos,Non,"2 149,00 TND"
83GS00AUFG,https://www.graiet.tn/pc-portable-lenovo-loq-i5-12e-gen-8go-512ssd-rtx-2050-win11-souris-gaming.html,Pc Portable LENOVO LOQ | i5 12é Gén - 8Go - 512SSD - RTX 2050 - WIN11| + Souris Gaming,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-lenovo-loq-i5-12e-gen-8go-512ssd-rtx-2050-souris-gaming-m100_1.webp,graiet,15.6 “,Full HD 1080p,Intel Core i5 12è Gén,,8 G,512 Go SSD,,NVIDIA GeForce GTX 1660,Windows 11,Oui,"2 149,00 TND"
83LK006SFG,https://www.graiet.tn/pc-portable-lenovo-loq-i5-12e-gen-16go-512ssd-rtx-2050-win11-souris-m100.html,PC PORTABLE LENOVO LOQ | i5 12é Gén - 16GO - 512SSD - RTX 2050 - WIN11 + SOURIS M100,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-lenovo-loq-i7-12e-gen-16go-512ssd-rtx-4050-win11-souris-m100_1.webp,graiet,15.6 “,Full HD 1080p,Intel Core i5 12è Gén,,16 G,512 Go SSD,,GeForce RTX 2050,Windows 11,Oui,"2 149,00 TND"
FA506NF-HN004-16G,https://www.graiet.tn/pc-portable-gamer-asus-tuf-a15-fa506nf-ryzen-5-16go-ddr5-rtx-2050-ssd-512go.html,PC Portable ASUS TUF A15 – Ryzen 5 – RTX 2050 – 16Go – 512 SSD,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gamer-asus-tuf-a15-fa506nf-ryzen-5-16go-ddr5-rtx-2050-ssd-512go.jpg,graiet,15.6 “,Full HD 1080p,_,,16 G,512 Go SSD,,GeForce RTX 2050,FreeDos,Oui,"2 149,00 TND"
FA506NF-HN005W-16-W,https://www.graiet.tn/pc-portable-asus-tuf-a15-ryzen-5-rtx-2050-16go-ssd-windows-11.html,PC Portable ASUS TUF A15 Ryzen 5 RTX 2050 16Go SSD Windows 11,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-tuf-a15-ryzen-5-rtx-2050-16go-ssd-windows-11.webp,graiet,15.6 “,Full HD 1080p,,,16 G,512 Go SSD,,GeForce RTX 2050,Windows 11,Oui,"2 169,00 TND"
X1502VA-NJ257W-16G,https://www.graiet.tn/pc-portable-asus-vivobook-15-x1502va-i9-13e-gen-16go-win11-silver.html,Pc Portable ASUS VIVOBOOK 15 X1502VA | Intel i9 13è Gén - 16Go - Windows 11 - Silver,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-vivobook-15-x1502va-i9-13e-gen-16-go-win11-silver_1__1.webp,graiet,15.6 “,Full HD 1080p,Intel Core i9 13è Gén,,16 G,512 Go SSD,,Intel® Iris® X,Windows 11,Non,"2 189,00 TND"
X1502VA-NJ233W-16G,https://www.graiet.tn/pc-portable-asus-vivobook-15-x1502va-i7-13e-gen-16go-512ssd-silver.html,Pc Portable ASUS VIVOBOOK 15 X1502VA | i7 13è Gén - 16Go - 512SSD - Silver,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-vivobook-15-x1502va-i7-13e-gen-16go-512ssd-silver.webp,graiet,15.6 “,Full HD 1080p,Intel Core  i7 13è Gén,,16 G,512 Go SSD,,Intel® Iris® X,Windows 11,Non,"2 189,00 TND"
83GS00KYFG-16G,https://www.graiet.tn/pc-portable-lenovo-loq-i5-12e-gen-16go-512ssd-rtx-2050-souris-gaming.html,PC Gamer LENOVO LOQ i5 12e Gén RTX 2050 16Go SSD 512Go + Souris,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-lenovo-loq-i5-12e-gen-16go-512ssd-rtx-2050-souris-gaming.webp,graiet,15.6 “,Full HD 1080p,Intel Core i5 12è Gén,,16 G,512 Go SSD,,NVIDIA GeForce RTX 3050,FreeDos,Oui,"2 189,00 TND"
FA506NF-HN005W-24G,https://www.graiet.tn/pc-portable-gamer-asus-tuf-a15-fa506nf-ryzen-5-24go-rtx-2050-ssd-512go.html,PC Portable ASUS TUF A15 – Ryzen 5 – RTX 2050 – 24Go – 512 SSD,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gamer-asus-tuf-a15-fa506nf-ryzen-5-24go-rtx-2050-ssd-512go.jpg,graiet,15.6 “,Full HD 1080p,Hélio G99,,24Go,512 Go SSD,,GeForce RTX 2050,FreeDos,Oui,"2 199,00 TND"
9S7-16R831-2607-16G,https://www.graiet.tn/msi-pc-portable-thin-15-i5-13e-gen-16go-512ssd-rtx2050-fd-noir.html,PC Portable Gamer MSI Thin 15” i5 RTX 2050 16Go 512SSD - Noir,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-msi-thin-15-i5-13e-gen-16go-512ssd-rtx2050-fd-noir.webp,graiet,15.6 “,Full HD 1080p,Intel Core i5 13é Gén,,16 G,512 Go SSD,,GeForce RTX 2050,FreeDos,Oui,"2 199,00 TND"
9U175EA,https://www.graiet.tn/hp-pc-portable-gamer-victus-15-9u175ea-i5-13e-gen-8go-512ssd-rtx2050-win11.html,Pc Portable HP Gamer VICTUS 15 | Intel i5 - 8 Go - 512 SSD -  GeForce RTX 2050 - Noir,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gamer-hp-victus-15-6u8w2ea-i5-13e-gen-8go-512ssd-rtx3050-win11_2_.webp,graiet,15.6 “,Full HD 1080p,i5 13è Gén,,8 G,512 Go SSD,,GeForce RTX 2050,Windows 11,Oui,"2 219,00 TND"
9U1B9EA,https://www.graiet.tn/pc-portable-hp-victus-15-9u1b9ea-fa1006nk-i5-13e-gen-8go-512ssd-rtx2050-win-11.html,PC PORTABLE HP VICTUS 15 | Intel i5 - 8 GO - 512 SSD - Nvidia RTX2050 -  Bleu,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-hp-victus-15-9u1b9ea-fa1006nk-i5-13e-gen-8go-512ssd-rtx2050-win-11.webp,graiet,15.6 “,Full HD 1080p,Intel Core i5 13é Gén,,8 G,512 Go SSD,,GeForce RTX 2050,Windows 11,Oui,"2 219,00 TND"
X1502VA-NJ257W-24G,https://www.graiet.tn/pc-portable-asus-vivobook-15-x1502va-i9-13e-gen-24go-win11-silver.html,Pc Portable ASUS VIVOBOOK 15 X1502VA | Intel i9 13è Gén - 24Go - Windows 11 - Silver,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-vivobook-15-x1502va-i9-13e-gen-24go-win11-silver_2_.webp,graiet,15.6 “,Full HD 1080p,Intel Core i9 13è Gén,,24Go,512 Go SSD,,Intel® Iris® X,Windows 11,Non,"2 229,00 TND"
X1502VA-NJ233W-24G,https://www.graiet.tn/pc-portable-asus-vivobook-15-x1502va-i7-13e-gen-24go-512ssd-silver.html,Pc Portable ASUS VIVOBOOK 15 | Intel i7 - 24 Go - 512 SSD - Silver,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-vivobook-15-x1502va-i7-13e-gen-24go-512ssd-silver.webp,graiet,15.6 “,Full HD 1080p,Intel Core  i7 13è Gén,,24Go,512 Go SSD,,Intel® Iris® X,Windows 11,Non,"2 229,00 TND"
9S7-16R831-2607-24G,https://www.graiet.tn/pc-portable-msi-thin-15-i5-13e-gen-24go-512ssd-rtx2050-fd-noir.html,PC Portable Gamer MSI Thin 15” i5 RTX 2050 24Go 512SSD Noir,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-msi-thin-15-i5-13e-gen-16go-512ssd-rtx2050-fd-noir_1__1_2_1.webp,graiet,15.6 “,Full HD 1080p,Intel Core i5 13é Gén,,24Go,512 Go SSD,,NVIDIA GeForce GTX 1660,FreeDos,Oui,"2 249,00 TND"
FA506NFR-HN005W,https://www.graiet.tn/pc-portable-gaming-asus-tuf-f506-ryzen-7-8go-rtx-2050-512ssd-win-11.html,PC Portable ASUS TUF A15 – Ryzen 7 – RTX 2050 – Windows 11,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gaming-asus-tuf-f506-ryzen-7-8go-rtx-2050-512ssd-win-11-tunisie_5_.webp,graiet,15.6 “,Full HD 1080p,Hélio G99,,8 G,512 Go SSD,,GeForce RTX 2050,Windows 11,Oui,"2 249,00 TND"
FA506NF-HN004-32G,https://www.graiet.tn/pc-portable-gamer-asus-tuf-a15-amd-ryzen-5-ddr5-32go-rtx-2050-ssd-512go.html,PC Portable ASUS TUF A15 – Ryzen 5 – RTX 2050 – 32Go – 512 SSD,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gamer-asus-amd-ryzen-5-8-go-ddr5-ssd-512-go-rtx-2050-tuf-fa506nf-hn004_3__1_.webp,graiet,15.6 “,Full HD 1080p,_,,32Go,512 Go SSD,,GeForce RTX 2050,FreeDos,Oui,"2 269,00 TND"
83GS00KYFG-32,https://www.graiet.tn/pc-portable-lenovo-loq-i5-12e-gen-32go-512ssd-rtx-2050-souris-gaming.html,PC Portable LENOVO LOQ i5 32Go RTX 2050 + Souris Gaming,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-lenovo-loq-i5-12e-gen-32go-512ssd-rtx-2050-souris-gaming-m100.webp,graiet,15.6 “,Full HD 1080p,Intel Core i5 12è Gén,,32Go,512 Go SSD,,GeForce RTX 2050,FreeDos,Oui,"2 289,00 TND"
9U175EA-16G,https://www.graiet.tn/hp-pc-portable-gamer-victus-15-9u175ea-i5-13e-gen-16go-512ssd-rtx2050-win11.html,Pc Portable HP Gamer VICTUS 15 | Intel i5 - 16 Go - 512 SSD -  GeForce RTX 2050 - Noir,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gamer-hp-victus-15-9u175ea-i5-13e-gen-16go-512ssd-rtx2050-win11_2_.webp,graiet,15.6 “,Full HD 1080p,Intel Core i5 12è Gén,,16 G,512 Go SSD,,GeForce RTX 2050,Windows 11,Oui,"2 309,00 TND"
83GS00KYFG-24G,https://www.graiet.tn/pc-portable-lenovo-loq-i5-12e-gen-24go-512ssd-rtx-2050-souris-gaming.html,PC Gamer LENOVO LOQ i5 12e Gén 24Go RTX 2050 + Souris,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-lenovo-loq-i5-12e-gen-24go-512ssd-rtx-2050-souris-gaming-m100_5_.webp,graiet,15.6 “,Full HD 1080p,Intel Core i5 12è Gén,,24Go,512 Go SSD,,GeForce RTX 2050,FreeDos,Oui,"2 319,00 TND"
83GS00AUFG-16G,https://www.graiet.tn/pc-portable-lenovo-loq-i5-12e-gen-16-go-512ssd-rtx-2050-win11-souris-gaming.html,Pc Portable LENOVO LOQ | i5 12é Gén - 16 Go - 512SSD - RTX 2050 - WIN11| + Souris Gaming,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-lenovo-loq-ai-i7-13e-gen-16go-512ssd-rtx-3050-souris-gaming-m100_5__2__1_1.webp,graiet,15.6 “,Full HD 1080p,Intel Core i5 12è Gén,,16 G,512 Go SSD,,GeForce RTX 2050,Windows 11,Non,"2 359,00 TND"
9S7-16R831-2607-32G,https://www.graiet.tn/msi-pc-portable-thin-15-i5-13e-gen-32go-512ssd-rtx2050-fd-noir.html,PC Portable MSI Thin 15” i5 RTX 2050 32Go 512SSD Noir,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-msi-thin-15-i5-13e-gen-32go-512ssd-rtx2050-fd-noir_1_.webp,graiet,15.6 “,Full HD 1080p,Intel Core i5 13é Gén,,32Go,512 Go SSD,,GeForce RTX 2050,FreeDos,Oui,"2 359,00 TND"
9U175EA-24G,https://www.graiet.tn/hp-pc-portable-gamer-victus-15-9u175ea-i5-13e-gen-24go-512ssd-rtx2050-win11.html,Pc Portable HP Gamer VICTUS 15 | Intel i5 - 24 Go - 512 SSD -  GeForce RTX 2050 - Noir,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gamer-hp-victus-15-9u175ea-i5-13e-gen-16go-512ssd-rtx2050-win11_2__1.webp,graiet,15.6 “,Full HD 1080p,Intel Core i5 13é Gén,,24Go,512 Go SSD,,GeForce RTX 2050,Windows 11,Oui,"2 369,00 TND"
BU-FA506NFR-HN005W-16,https://www.graiet.tn/pc-portable-gaming-asus-tuf-a15-ryzen-7-16go-rtx-2050-512ssd-win-11-noir.html,PC Portable ASUS TUF A15 – Ryzen 7 – RTX 2050 – 16Go – 512 SSD,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gaming-asus-tuf-a15-ryzen-7-16go-rtx-2050-512ssd-win-11-noir_1_.webp,graiet,15.6 “,Full HD 1080p,Hélio G99,,16 G,512 Go SSD,,GeForce RTX 2050,Windows 11,Oui,"2 389,00 TND"
83GS00AUFG-32G,https://www.graiet.tn/pc-portable-lenovo-loq-i5-12e-gen-32-go-512ssd-rtx-2050-win11-souris-gaming.html,PC Portable LENOVO LOQ i5 32Go RTX 2050 Windows 11 + Souris Gaming,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-lenovo-loq-ai-i7-13e-gen-16go-512ssd-rtx-3050-souris-gaming-m100_5__3__1.webp,graiet,15.6 “,Full HD 1080p,Intel Core i5 12è Gén,,32Go,512 Go SSD,,GeForce RTX 2050,Windows 11,Oui,"2 389,00 TND"
9S7-16R831-2607,https://www.graiet.tn/msi-pc-portable-gamer-thin-15-b13ucx-i7-13620h-8go-512ssd-rtx2050-fd-noir.html,Pc Portable MSI Thin 15 | Intel i7 - 13 Gén - 8Go - 512SSD - RTX2050/FD - 13620H - Noir,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-msi-thin-15-i5-13e-gen-16go-512ssd-rtx2050-fd-noir_1__1.webp,graiet,"14""",(1366×768) Pixels,"Intel Core i5-1135G7 ( jusqu’à 4,2 GHz, 8 Mo)",,8 G,512 Go SSD,,Intel UHD Graphics,Windows 10,Non,"2 389,00 TND"
V3607VJ-RP086,https://www.graiet.tn/pc-portable-asus-gamer-intel-i5-240h-rtx-3050-16-pouces-ssd-512-sac-a-dos.html,PC Portable Gamer ASUS V16 | Intel Core i5 - RTX 3050 - 16 pouces + Sac à Dos,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-gamer-intel-i5-240h-rtx-3050-16-pouces-ssd-512-sac-a-dos.webp,graiet,"16""",Full HD 1080p,Intel  Core i5 210H,,8 G,512 Go SSD,,NVIDIA GeForce GTX 1660,FreeDos,Oui,"2 399,00 TND"
0208271,https://www.graiet.tn/msi-pc-portable-gaming-thin-gf63-i7-12e-gen-8go-512-rtx2050-avec-sac-a-dos.html,Pc Portable MSI Thin GF63 | Intel i7  - 12 Gén  -  8Go  - 512SSD  +   SAC A DOS  -  Pc Gaming,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gaming-msi-thin-gf63-i7-12e-gen-16go-512-rtx2050-avec-sac-a-dos_1.jpg,graiet,15.6 “,Full HD 1080p,Intel Core i7 12è Gén,,8 G,512 Go SSD,,NVIDIA GeForce GTX 1660,FreeDos,Non,"2 399,00 TND"
83GS00AUFG-24G,https://www.graiet.tn/pc-portable-lenovo-loq-i5-12e-gen-24-go-512ssd-rtx-2050-win11-souris-gaming.html,PC Portable LENOVO LOQ i5 24Go RTX 2050 + Souris Gaming,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-lenovo-loq-ai-i7-13e-gen-16go-512ssd-rtx-3050-souris-gaming-m100_5__3_.webp,graiet,15.6 “,Full HD 1080p,Intel Core i5 12è Gén,,24Go,512 Go SSD,,GeForce RTX 2050,Windows 11,Oui,"2 399,00 TND"
83LK006VFG,https://www.graiet.tn/pc-portable-lenovo-loq-i5-12e-gen-16go-512ssd-rtx-3050-win11-souris-m100.html,PC Portable LENOVO LOQ i5 RTX 3050 16Go SSD 512 + Souris,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-lenovo-loq-i5-12e-gen-16go-512ssd-rtx-3050-win11-souris-m100.webp,graiet,15.6 “,Full HD 1080p,Intel Core i5 12è Gén,,16 G,512 Go SSD,,GeForce RTX 2050,Windows 11,Oui,"2 399,00 TND"
83GS00GHFG-2Y,https://www.graiet.tn/pc-portable-gaming-lenovo-loq-15iax9-i5-12e-gen-8-go-512-ssd-rtx-2050-gris-avec-souris-rvb-m100.html,Pc Portable LENOVO  Gaming LOQ 15IAX9 | Intel i5 - RTX 3050 - 8Go - SSD 512 - Gris + Souris Gamer,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gaming-lenovo-loq-15iax9-i5-12e-gen-8-go-512-ssd-rtx-2050-gris-avec-souris-rvb-m100.webp,graiet,15.6 “,Full HD 1080p,Intel Core i5 12è Gén,,8 G,512 Go SSD,,NVIDIA GeForce RTX 3050,FreeDos,Oui,"2 429,00 TND"
BU-FA506NFR-HN005W-24,https://www.graiet.tn/pc-portable-gaming-asus-tuf-a15-ryzen-7-24go-rtx-2050-512ssd-win-11-noir.html,PC Portable ASUS TUF A15 – Ryzen 7 – RTX 2050 – 24Go – 512 SSD,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gaming-asus-tuf-a15-ryzen-7-24go-rtx-2050-512ssd-win-11-noir_5_.webp,graiet,15.6 “,Full HD 1080p,Hélio G99,,24Go,512 Go SSD,,GeForce RTX 2050,Windows 11,Oui,"2 439,00 TND"
9S7-16R831-2607-16G_,https://www.graiet.tn/msi-pc-portable-gamer-thin-15-b13ucx-i7-13620h-16go-512ssd-rtx2050-fd-noir.html,PC Portable Gamer MSI Thin 15 i7 13e Gén RTX 2050 16Go SSD 512Go,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gamer-msi-thin-15-b13ucx-i7-13620h-16go-512ssd-rtx2050-fd-noir_3_.webp,graiet,15.6 “,Full HD 1080p,Intel Core  i7 13è Gén,,16 G,512 Go SSD,,GeForce RTX 2050,FreeDos,Oui,"2 449,00 TND"
6U8W2EA,https://www.graiet.tn/hp-pc-portable-gamer-victus-15-6u8w2ea-ryzen-5-5600h-8g-512ssd-rtx-3050-win11.html,Pc Portable HP Gamer VICTUS 15 | i5 - 8 Go - 512SSD - RYZEN 5 - RTX3050 - WIN11 - Noir,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gamer-hp-victus-15-6u8w2ea-ryzen-5-5600h-8g-512ssd-rtx-3050-win11_5_.webp,graiet,15.6 “,Full HD 1080p,Hélio G99,,8 G,512 Go SSD,,NVIDIA GeForce RTX 3050,Windows 11,Oui,"2 479,00 TND"
9U175EA-8G,https://www.graiet.tn/hp-pc-portable-gamer-victus-15-9u1b8ea-ryzen-5-5600h-8go-512ssd-rtx3050-win11.html,Pc Portable Gamer HP VICTUS 15 | 8 Go - 512 SSD - RTX3050 - 9U1B8EA - Blanc,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gamer-hp-victus-15-9u1b8ea-ryzen-5-5600h-8go-512ssd-rtx3050-win11-blanc_3_.webp,graiet,15.6 “,Full HD 1080p,Hélio G99,,8 G,512 Go SSD,,NVIDIA GeForce RTX 3050,Windows 11,Oui,"2 479,00 TND"
9U175EA-32G,https://www.graiet.tn/hp-pc-portable-gamer-victus-15-9u175ea-i5-13e-gen-32go-512ssd-rtx2050-win11.html,Pc Portable HP Gamer VICTUS 15 | Intel i5 - 32 Go - 512 SSD -  GeForce RTX 2050 - Noir,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-hp-gamer-victus-15-9u175ea-i5-13e-gen-32go-512ssd-rtx2050-win11_2_.webp,graiet,15.6 “,Full HD 1080p,Intel Core i5 13é Gén,,32Go,512 Go SSD,,GeForce RTX 2050,Windows 11,Oui,"2 479,00 TND"
9S7-15 B13UCX-24G,https://www.graiet.tn/pc-portable-msi-gamer-thin-15-b13ucx-i7-13620h-24go-512ssd-rtx2050-fd-noir.html,PC Portable Gamer MSI Thin 15 i7 13e Gén RTX 2050 24Go SSD 512,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-msi-thin-15-i5-13e-gen-16go-512ssd-rtx2050-fd-noir_1__1_3.webp,graiet,15.6 “,Full HD 1080p,Intel Core  i7 13è Gén,,24Go,512 Go SSD,,GeForce RTX 2050,FreeDos,Oui,"2 499,00 TND"
V3607VJ-RP086-16G-W11,https://www.graiet.tn/pc-portable-gamer-asus-v16-i5-rtx-3050-16-go-windows-11.html,PC Portable Gamer ASUS V16 – i5 – RTX 3050 – 16 Go – Windows 11,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gamer-asus-v16-i5-rtx-3050-16-go-windows-11.webp,graiet,"16""",Full HD 1080p,Intel  Core i5 210H,,16 G,512 Go SSD,,NVIDIA GeForce GTX 1660,FreeDos,Oui,"2 509,00 TND"
