Référence,lien,nom,Marque,image_url,boutique,Taille Ecran,Résolution,Processeur,Référence processeur,Mémoire RAM,Disque Dur,Type de disque dur,Carte Graphique,Système D’exploitation,Pc Gamer,prix
83GS00GHFG-2Y-16G,https://www.graiet.tn/pc-portable-gaming-lenovo-loq-15iax9-i5-12e-gen-16go-512ssd-rtx-2050-gris-avec-souris-rvb-offert.html,PC Gamer LENOVO LOQ 15IAX9 | i5 12e Gen - RTX 3050 - 16Go + Souris Gaming Offert,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gaming-lenovo-loq-15iax9-i5-12e-gen-8-go-512-ssd-rtx-2050-gris-avec-souris-rvb-m100_1_1.webp,graiet,15.6 “,Full HD 1080p,Intel Core i5 12è Gén,,8 G,512 Go SSD,,NVIDIA GeForce RTX 3050,FreeDos,Oui,"2 529,00 TND"
BU-FA506NFR-HN005W-32,https://www.graiet.tn/pc-portable-gaming-asus-tuf-a15-ryzen-7-32go-rtx-2050-512ssd-win-11-noir.html,PC Portable ASUS TUF A15 – Ryzen 7 – RTX 2050 – 32Go – Windows 11,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gaming-asus-tuf-a15-ryzen-7-32go-rtx-2050-512ssd-win-11-noir_1_.webp,graiet,15.6 “,Full HD 1080p,Hélio G99,,32Go,512 Go SSD,,GeForce RTX 2050,Windows 11,Oui,"2 559,00 TND"
83GS00GHFG-2Y-24G,https://www.graiet.tn/pc-portable-gaming-lenovo-loq-15iax9-i5-12e-gen-24go-512ssd-rtx-3050-gris-avec-souris-rvb-offert.html,PC Portable LENOVO LOQ Gaming | i5 12e Gén - 24Go - RTX 3050 + Souris Offerte,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-lenovo-loq-ai-i7-13e-gen-16go-512ssd-rtx-3050-souris-gaming-m100_5__2_.webp,graiet,15.6 “,Full HD 1080p,Intel Core i5 12è Gén,,24Go,512 Go SSD,,NVIDIA GeForce RTX 3050,FreeDos,Oui,"2 579,00 TND"
V3607VJ-RP086-16G,https://www.graiet.tn/pc-portable-gamer-asus-v16-intel-core-i5-ram-16-go-rtx-3050-6go-sac-a-dos.html,PC Portable Gamer ASUS V16 | Intel Core i5 - RAM 16 Go - RTX 3050 6Go + Sac à Dos,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gamer-asus-v16-intel-core-i5-ram-16-go-rtx-3050-6go-sac-a-dos.webp,graiet,15.6 “,Full HD 1080p,Intel Core i5 13é Gén,,16 G,512 Go SSD,,NVIDIA GeForce RTX 3050,FreeDos,Non,"2 589,00 TND"
9S7-16R831-2606-32G,https://www.graiet.tn/pc-portable-gamer-msi-thin-15-b13ucx-i7-13620h-8go-512ssd-rtx2050-fd-noir.html,PC Portable Gamer MSI Thin 15” i7 RTX 2050 32Go 512 SSD,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-msi-thin-15-i5-13e-gen-32go-512ssd-rtx2050-fd-noir.webp,graiet,15.6 “,Full HD 1080p,Intel Core  i7 13è Gén,,32Go,512 Go SSD,,GeForce RTX 2050,FreeDos,Oui,"2 619,00 TND"
9S7-16R831-2606-32G-W11,https://www.graiet.tn/pc-portable-msi-thin-15-i7-rtx-2050-32go-windows-11.html,PC Portable MSI Thin 15” i7 RTX 2050 32Go Windows 11,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-msi-thin-15-i7-rtx-2050-32go-windows-11.webp,graiet,15.6 “,Full HD 1080p,Intel Core  i7 13è Gén,,32Go,512 Go SSD,,GeForce RTX 2050,Windows 11,Oui,"2 639,00 TND"
V3607VJ-RP086-24G,https://www.graiet.tn/pc-portable-gamer-asus-v16-intel-core-i5-ram-24-go-rtx-3050-sac-a-dos.html,PC Portable Gamer ASUS V16 | Intel Core i5 - RAM 24 Go - RTX 3050 + Sac à Dos,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gamer-asus-v16-intel-core-i5-ram-24-go-rtx-3050-sac-a-dos.webp,graiet,15.6 “,Full HD 1080p,Intel  Core i5 210H,,24Go,512 Go SSD,,NVIDIA GeForce RTX 3050,FreeDos,Oui,"2 649,00 TND"
9S7-16R831-2419,https://www.graiet.tn/pc-portable-msi-thin-15-b12uc-i5-12e-gen-16go-rtx-3050-win-11.html,PC PORTABLE GAMER | MSI - THIN 15 B12UC | i5 12é Gén - 16GO - RTX 3050 - WIN 11,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-msi-thin-15-b12uc-i5-12e-gen-16go-rtx-3050-512go-ssd-win-11_2_.webp,graiet,15.6 “,Full HD 1080p,Intel Core i5 12è Gén,,16 G,512 Go SSD,,NVIDIA GeForce RTX 3050,Windows 11,Oui,"2 669,00 TND"
83GS00GHFG-2Y-32G,https://www.graiet.tn/pc-portable-gaming-lenovo-loq-15iax9-i5-12e-gen-32go-512ssd-rtx-3050-gris-avec-souris-rvb-offert.html,PC Portable LENOVO LOQ Gaming | i5 - RTX 3050 - 32Go - SSD 512Go + Souris,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-lenovo-loq-ai-i7-13e-gen-16go-512ssd-rtx-3050-souris-gaming-m100_5__2__1.webp,graiet,15.6 “,Full HD 1080p,Intel Core i5 12è Gén,,,512 Go SSD,,NVIDIA GeForce GTX 1660,FreeDos,Non,"2 689,00 TND"
G15-5530-I5-3Y,https://www.graiet.tn/dell-g15-pc-portable-gaming-i5-13e-gen-16go-512ssd-rtx3050-gris.html,Pc Portable DELL Gaming G15 | Intel i5 - 16Go - 512SSD - GeForce RTX3050  -  Gris,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gaming-dell-g15-i5-13e-gen-16go-512ssd-rtx3050-gris_1.webp,graiet,15.6 “,Full HD 1080p,Intel Core i5 13é Gén,,16 G,512 Go SSD,,NVIDIA GeForce RTX 3050,FreeDos,Oui,"2 699,00 TND"
83GS00GHFG-2Y-32G-W11,https://www.graiet.tn/pc-portable-lenovo-loq-gaming-i5-rtx-3050-32go-windows-11-souris.html,PC Portable LENOVO LOQ Gaming | i5 - RTX 3050 - 32Go - Windows 11 + Souris,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-lenovo-loq-gaming-i5-rtx-3050-32go-windows-11-souris.webp,graiet,15.6 “,Full HD 1080p,Intel Core i5 12è Gén,,32Go,512 Go SSD,,NVIDIA GeForce RTX 3050,Windows 11,Oui,"2 709,00 TND"
V3607VJ-RP086-32G,https://www.graiet.tn/pc-portable-gamer-asus-v16-intel-core-i5-ram-32-go-rtx-3050-ssd-512-go.html,PC Portable Gamer ASUS V16 | Intel Core i5 - RAM 32 Go - RTX 3050 - SSD 512 Go,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gamer-asus-v16-intel-core-i5-ram-24-go-rtx-3050-ssd-512-go.webp,graiet,15.6 “,Full HD 1080p,Intel Core i5 13é Gén,,32Go,512 Go SSD,,NVIDIA GeForce RTX 3050,FreeDos,Oui,"2 719,00 TND"
V3607VJ-RP109,https://www.graiet.tn/pc-portable-asus-intel-i7-240h-rtx-3050-8-go-ddr5-ssd-512-16-v3607vj-rp109-sac-offert.html,PC Portable Gamer ASUS  V16 | Intel Core i7 - RTX 3050 - 16 pouces - SSD 512 + Sac à Dos,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-intel-i7-240h-rtx-3050-8-go-ddr5-ssd-512-16-v3607vj-rp109-sac-offert.webp,graiet,"16""",Full HD 1080p,Intel Core7 - 240H,,8 G,512 Go SSD,,NVIDIA GeForce RTX 3050,FreeDos,Oui,"2 769,00 TND"
9S7-16R831-2605,https://www.graiet.tn/msi-pc-portable-gamer-thin-15-b13uc-i5-13420h-8go-512ssd-rtx-3050-fd-gris.html,Pc Portable MSI Thin 15 | Intel i5 - 13 Gén - 8Go - 512SSD - RTX 3050/FD - B13UC - Noir,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gamer-msi-thin-15-b13uc-i5-13420h-8go-512ssd-rtx-3050-fd-gris_3_1.webp,graiet,15.6 “,Full HD 1080p,Intel Core i5 13é Gén,,8 G,512 Go SSD,,NVIDIA GeForce RTX 3050,FreeDos,Oui,"2 789,00 TND"
83LK006QFG,https://www.graiet.tn/pc-portable-lenovo-loq-i5-12e-gen-16go-512ssd-rtx-4050-win-11-souris-m100.html,PC PORTABLE LENOVO LOQ | I5 12é Gén - 16GO - 512SSD - RTX 4050 - WIN 11 + SOURIS M100,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-lenovo-loq-i5-12e-gen-16go-512ssd-rtx-3050-win11-souris-m100_1.webp,graiet,15.6 “,Full HD 1080p,Intel Core i5 12è Gén,,16 G,512 Go SSD,,GeForce RTX4050,Windows 11,Oui,"2 789,00 TND"
83DV00JRFG,https://www.graiet.tn/pc-portable-lenovo-loq-ai-i7-13e-gen-16go-512ssd-rtx-3050-souris-gaming.html,Pc Portable LENOVO LOQ | i7 13é Gén - 16Go - 512SSD - RTX 3050| + Souris Gaming,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-lenovo-loq-ai-i7-13e-gen-16go-512ssd-rtx-3050-souris-gaming-m100_5_.webp,graiet,15.6 “,Full HD 1080p,Intel Core  i7 13è Gén,,16 G,512 Go SSD,,NVIDIA GeForce RTX 3050,FreeDos,Oui,"2 799,00 TND"
V3607VU-RP209,https://www.graiet.tn/pc-portable-asus-intel-i5-210h-rtx-4050-16-pouces-512ssd-avec-sac-a-dos.html,PC Portable Gamer ASUS V16 – i5 13e Gén – RTX 4050 – 512 Go SSD,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-intel-i5-210h-rtx-4050-16-pouces-512ssd-sac-a-dos-v3607vu-rp209_3_.webp,graiet,"16""",Full HD 1080p,Intel  Core i5 210H,,8 G,512 Go SSD,,GeForce RTX4050,FreeDos,Oui,"2 799,00 TND"
9S7-16R831-2683,https://www.graiet.tn/pc-portable-msi-gaming-thin-15-b13ve-intel-i5-rtx-4050-16-go-ram.html,PC Portable MSI | i5 – RTX 4050 – 16 Go – 512 SSD,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-msi-gaming-thin-15-b13ve-intel-i5-rtx-4050-16-go-ram-avec-imprimante-canon.jpg,graiet,15.6 “,Full HD 1080p,Intel Core i5 13é Gén,,16 G,512 Go SSD,,GeForce RTX4050,FreeDos,Oui,"2 799,00 TND"
83DV00JRFG-24G,https://www.graiet.tn/pc-portable-lenovo-loq-i7-13e-gen-24-go-512ssd-rtx-3050-souris-gaming.html,PC Portable LENOVO LOQ i7 24Go RTX 3050 + Souris Gamer,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-lenovo-loq-i7-13e-gen-24-go-512ssd-rtx-3050-souris-gaming.webp,graiet,15.6 “,Full HD 1080p,Intel Core  i7 13è Gén,,24Go,512 Go SSD,,NVIDIA GeForce RTX 3050,FreeDos,Oui,"2 869,00 TND"
83LK006TFG,https://www.graiet.tn/pc-portable-lenovo-loq-i7-12e-gen-16go-512ssd-rtx-4050-win11-souris-m100.html,PC PORTABLE LENOVO LOQ | i7 12é Gén - 16GO - 512SSD - RTX 4050 - WIN11 + SOURIS M100,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-lenovo-loq-i7-12e-gen-16go-512ssd-rtx-4050-win11-souris-m100.webp,graiet,15.6 “,Full HD 1080p,Intel Core i7 12è Gén,,16 G,512 Go SSD,,GeForce RTX4050,Windows 11,Oui,"2 899,00 TND"
BU-83DV00JRFG-32G,https://www.graiet.tn/pc-portable-lenovo-loq-i7-13e-gen-32go-512ssd-rtx-3050-souris-gaming.html,PC Portable LENOVO LOQ i7 32Go RTX 3050 + Souris Gamer,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-lenovo-loq-ai-i7-13e-gen-16go-512ssd-rtx-3050-souris-gaming-m100_5__1_.webp,graiet,"19,5""",(960 x 480) Pixels,Hélio G99,,,64 Go eMMC,,NVIDIA GeForce GTX 1660,Android 14,Non,"2 919,00 TND"
V3607VJ-RP109-16G,https://www.graiet.tn/pc-portable-gamer-asus-v16-intel-core-i7-ram-16-go-rtx-3050-6go-sac-a-dos.html,PC Portable Gamer ASUS  V16 | Intel Core i7 - RAM 16 Go - RTX 3050 6Go + Sac à Dos,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gamer-asus-v16-intel-core-i7-ram-16-go-rtx-3050-6go-sac-a-dos.webp,graiet,15.6 “,Full HD 1080p,Intel Core  i7 13è Gén,,16 G,512 Go SSD,,NVIDIA GeForce GTX 1660,FreeDos,Non,"2 935,00 TND"
V3607VJ-RP109-24G,https://www.graiet.tn/pc-portable-gamer-asus-v16-intel-core-i7-ram-24-go-rtx-3050-ssd-512-sac-a-dos.html,PC Portable Gamer ASUS  V16 | Intel Core i7 - RAM 24 Go - RTX 3050 - SSD 512 + Sac à Dos,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gamer-asus-v16-intel-core-i7-ram-24-go-rtx-3050-ssd-512-sac-a-dos.webp,graiet,15.6 “,Full HD 1080p,Intel Core i7-240H,,24Go,512 Go SSD,,NVIDIA GeForce RTX 3050,FreeDos,Oui,"2 979,00 TND"
83LK006QFG-32G,https://www.graiet.tn/pc-portable-lenovo-loq-i5-12e-gen-32-go-512ssd-rtx-4050-win-11-souris-m100.html,PC PORTABLE LENOVO LOQ | I5 12é Gén - 32 GO - 512SSD - RTX 4050 - WIN 11 + SOURIS M100,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-lenovo-loq-ai-i7-13e-gen-16go-512ssd-rtx-3050-souris-gaming-m100_5__5__1.webp,graiet,15.6 “,Full HD 1080p,Intel Core i5 12è Gén,,32Go,512 Go SSD,,GeForce RTX4050,Windows 11,Oui,"2 989,00 TND"
9S7-16R831-2604,https://www.graiet.tn/pc-portable-msi-gaming-intel-i7-rtx-4050-512-ssd-16-ram-gris-cosmos-thin-15-b13.html,PC Portable MSI Gaming | Intel i7 - RTX 4050 - SSD 512 Go - 16 RAM - Gris Cosmos / Thin 15 B13,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-msi-gaming-intel-i7-rtx-4050-512-ssd-16-ram-gris-cosmos-thin-15-b13.webp,graiet,15.6 “,Full HD 1080p,Intel Core  i7 13è Gén,,16 G,512 Go SSD,,GeForce RTX4050,FreeDos,Oui,"2 999,00 TND"
V3607VU-RP246,https://www.graiet.tn/pc-portable-asus-gamer-v16-v3607vj-intel-core-7-rtx-4050-6go-8-go-ddr5-noir-mat.html,Pc Portable Gamer ASUS  V16 | Intel Core i7 - RTX 4050 6Go - 8 Go DDR5 - Noir Mat,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-gamer-v16-v3607vj-intel-core-7-rtx-4050-6go-8-go-ddr5-noir-mat.webp,graiet,"16""",WXGA (1280x800) pixels,Intel Core7 - 240H,,8 G,512 Go SSD,,GeForce RTX4050,FreeDos,Oui,"3 049,00 TND"
A13VF-15K 111-1492,https://www.graiet.tn/msi-pc-portable-cyborg-15-a13vf-i5-13420h-8go-512ssd-rtx4060-fd-noir.html,Pc Portable MSI CYBORG 15 | Intel i5 - 12 Gén - 8Go - 512SSD - RTX4060/FD - A13VF - Noir,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-msi-cyborg-15-a13vf-i5-13420h-8go-512ssd-rtx4060-fd-noir_4_.webp,graiet,15.6 “,Full HD 1080p,i5 13è Gén,,8 G,512 Go SSD,,GeForce RTX 4060,Windows 11,Oui,"3 189,00 TND"
83LK006TFG-32G,https://www.graiet.tn/pc-portable-lenovo-loq-i7-12e-gen-32go-512ssd-rtx-4050-win11-souris-m100.html,PC PORTABLE LENOVO LOQ | i7 12é Gén - 32GO - 512SSD - RTX 4050 - WIN11 + SOURIS M100,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-lenovo-loq-ai-i7-13e-gen-16go-512ssd-rtx-3050-souris-gaming-m100_5__4__1.webp,graiet,15.6 “,Full HD 1080p,Intel Core i5 13é Gén,,32Go,512 Go SSD,,GeForce RTX4050,Windows 11,Oui,"3 199,00 TND"
V3607VU-RP246-16G,https://www.graiet.tn/pc-portable-gamer-asus-v16-intel-core-i7-ddr5-16go-rtx-4050-sac-a-dos.html,Pc Portable Gamer ASUS V16 | Intel Core i7 -  DDR5 16Go - RTX 4050  + Sac à Dos,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-gaming-v16-v3607vj-intel-core-7-rtx-4050-6go-8-go-ddr5-noir-mat.webp,graiet,"16""",Full HD 1080p,Intel Core i7-240H,,16 G,512 Go SSD,,GeForce RTX4050,FreeDos,Oui,"3 239,00 TND"
V3607VU-RP246-24G,https://www.graiet.tn/pc-portable-gamer-asus-v16-intel-core-i7-24-go-ddr5-rtx-4050-6go-noir.html,Pc Portable Gamer ASUS  V16 | Intel Core i7 - 24 Go DDR5 - RTX 4050 6Go - Noir,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gamer-asus-v16-intel-core-i7-24-go-ddr5-rtx-4050-6go-noir_2_.webp,graiet,"16""",Full HD 1080p,Intel Core i7-240H,,24Go,512 Go SSD,,GeForce RTX4050,FreeDos,Oui,"3 299,00 TND"
15-k111-1493,https://www.graiet.tn/msi-pc-portable-cyborg-15-a13ve-i7-13620h-8go-512ssd-rtx-4050-fd-noir.html,Pc Portable MSI CYBORG 15 | Intel i7 - 12 Gén - 8Go - 512SSD - RTX4060/FD - A13VF - Noir,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-msi-cyborg-15-a13ve-i7-13620h-8go-512ssd-rtx-4050-fd-noir_4_.webp,graiet,15.6 “,Full HD 1080p,Intel Core  i7 13è Gén,,8 G,512 Go SSD,,GeForce RTX4050,FreeDos,Oui,"3 329,00 TND"
9S7-15K111-1491,https://www.graiet.tn/msi-pc-portable-cycborg-15-a13vf-i7-13620h-8go-512ssd-rtx4060-fd-noir.html,Pc Portable Gamer MSI Cyborg 15 A13VF | Intel i7 - 8 Go - 512 SSD - Nvidia RTX 4060 - Noir,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-msi-cyborg-15-a13ve-i7-13620h-8go-512ssd-rtx-4050-fd-noir_4__1.webp,graiet,15.6 “,Full HD 1080p,Intel Core  i7 13è Gén,,8 G,512 Go SSD,,GeForce RTX 4060,FreeDos,Oui,"3 339,00 TND"
V3607VU-RP246-32G,https://www.graiet.tn/pc-portable-gamer-asus-v16-intel-core-i7-32-go-rtx-4050-ssd-512-go.html,Pc Portable Gamer ASUS  V16 | Intel Core i7 - RAM 32 Go - RTX 4050 - SSD 512 Go,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gaming-asus-v16-intel-core-i7-32-go-rtx-4050-ssd-512-go.webp,graiet,"16""",Full HD 1080p,Intel Core i7-240H,,32Go,512 Go SSD,,GeForce RTX4050,FreeDos,Oui,"3 359,00 TND"
9S7-17L541-1439,https://www.graiet.tn/pc-portable-msi-katana-17-b13udxk-intel-core-i7-ram-8go-geforce-rtx-3050-noir.html,PC Portable Gamer MSI KATANA 17 B13UDXK | Intel Core i7 – RAM 8Go – GeForce RTX 3050 – Noir,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-msi-katana-17-pouces-intel-core-i7-ram-8go-geforce-rtx-3050-noir-b13udxk_4_.webp,graiet,17.3″,Full HD 1080p,Intel Core  i7 13è Gén,,8 G,512 Go SSD,,NVIDIA GeForce RTX 3050,FreeDos,Oui,"3 419,00 TND"
9S7-15K111-1491-16G,https://www.graiet.tn/pc-portable-gamer-msi-cyborg-15-a13vf-intel-core-i7-ram-16-go-geforce-rtx-4060-noir.html,Pc Portable Gamer MSI Cyborg 15 A13VF | Intel Core i7 - RAM 16 Go - GeForce RTX 4060 - Noir,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gamer-msi-cyborg-15-a13vf-intel-core-i7-ram-16-go-geforce-rtx-4060-noir_2_.webp,graiet,15.6 “,Full HD 1080p,Intel Core  i7 13è Gén,,16 G,512 Go SSD,,GeForce RTX 4060,FreeDos,Oui,"3 429,00 TND"
9S7-15K111-1491-24G,https://www.graiet.tn/pc-portable-gamer-msi-cyborg-15-a13vf-intel-core-i7-ram-24-go-rtx-4060-sac-a-dos.html,Pc Portable Gamer MSI Cyborg 15 A13VF | Intel Core i7 - RAM 24 Go - RTX 4060 + Sac à Dos,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gamer-msi-cyborg-15-a13vf-intel-core-i7-ram-16-go-geforce-rtx-4060-noir_3_.webp,graiet,15.6 “,Full HD 1080p,Intel Core  i7 13è Gén,,24Go,512 Go SSD,,GeForce RTX 4060,FreeDos,Oui,"3 489,00 TND"
9S7-15K111-1491-32G,https://www.graiet.tn/pc-portable-gamer-msi-cyborg-15-a13vf-intel-core-i7-ram-32-go-geforce-rtx-4060-noir.html,Pc Portable Gamer MSI Cyborg 15 A13VF | Intel Core i7 - RAM 32 Go - RTX 4060 - SSD 512 Go,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gamer-msi-cyborg-15-a13vf-intel-core-i7-ram-32-go-geforce-rtx-4060-noir.webp,graiet,"19,5""",(960 x 480) Pixels,Hélio G99,,,64 Go eMMC,,NVIDIA GeForce GTX 1660,Android 14,Non,"3 639,00 TND"
9S7-15K-111-680,https://www.graiet.tn/msi-pc-portable-gaming-msi-cyborg-15-a13vf-i5-13gen-16go-512ssd-rtx4060-noir.html,Pc Portable Gamer MSI Cyborg 15 A13VF | 16 Go - 512Go SSD - Nvidia GeForce RTX 4060 - Noir,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gaming-msi-cyborg-15-a13vf-i5-13gen-16go-512ssd-rtx4060-noir_5_.jpg,graiet,15.6 “,Full HD 1080p,i5 13è Gén,,16 G,512 Go SSD,,GeForce RTX 4060,Windows 11,Oui,"3 699,00 TND"
9S7-17L541-1438,https://www.graiet.tn/pc-portable-gamer-msi-katana-17-b13vfk-i7-16-go-rtx-4060-ecran-17.html,"PC Portable Gamer MSI Katana 17 B13VFK – i7 – 16 Go – RTX 4060 – Écran 17""",,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gamer-msi-katana-17-b13vfk-i7-16-go-rtx-4060-ecran-17.webp,graiet,17.3″,Full HD 1080p,Intel Core  i7 13è Gén,,16 G,512 Go SSD,,GeForce RTX 4060,FreeDos,Oui,"4 099,00 TND"
G15-5530I7-1TSSD3Y,https://www.graiet.tn/pc-portable-gaming-dell-g15-i7-13e-gen-16go-1tossd-rtx4060-gris.html,Pc Portable Gaming DELL G15 | i7 - 13é Gén - 16Go - 1ToSSD - RTX4060  -  Gris,,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-gaming-dell-g15-i7-13e-gen-16go-1tossd-rtx4060-gris_1_.webp,graiet,15.6 “,Full HD 1080p,Intel Core  i7 13è Gén,,16 G,1 To SSD,,GeForce RTX 4060,FreeDos,Oui,"4 159,00 TND"
